Serial ID,Sentence,x,y
1454-0,Will Germany **officially report a negative GDP growth rate for the third quarter of 2014?,-10.8735,-17.3016
1455-0,Will Iran host a *head of state from one of the G8 countries or China on an official visit **before 1 June 2015?,-2.89213,-12.6588
1456-6,By how much will Chinese power consumption *grow in 2014?,16.4703,13.0532
1457-0,Will a *no-fly zone over any part of Syria be **officially announced **before 1 March 2015?,16.8231,-8.60638
1458-0,Who will win the **election for governor in Japan's Okinawa prefecture?,-24.2948,-5.30224
1459-0,Will Goodluck Jonathan **vacate the office of President of Nigeria **before 10 June 2015?,-21.4455,24.0636
1460-0,Will 2014 be Earth's warmest calendar year *on record?,17.0449,0.786901
1461-0,Will there be a *significant **lethal confrontation between **national military forces from Iran and Pakistan **before 15 December 2014?,26.2391,-0.90983
1462-0,"**Before 10 June 2015, will Iraq's parliament approve the creation of an Iraqi National Guard?",6.03485,1.73049
1463-6,When will Iran release Jason Rezaian?,-7.08035,-8.12368
1464-0,"**Before 1 January 2015, will the spot price of iron ore fall below US$71.00 per ton?",-13.4688,-23.0358
1465-6,When will **national or **multinational military forces *intervene against the Forces Democratiques de Liberation du Rwanda (FDLR) in the Democratic Republic of Congo?,28.5585,7.12821
1466-0,"**Before 10 June 2015, will NATO invoke Article 5 of the North Atlantic Treaty?",-1.47594,-1.8083
1467-1,Will negotiations on the Trans-Pacific Partnership (TPP) be completed **before 10 June 2015?,14.148,-22.176
1467-2,Will negotiations on the Trans-Pacific Partnership (TPP) be completed **before 10 June 2015?,14.6109,-21.9475
1468-6,When will France deliver a Mistral-class ship to Russia?,-4.39916,-1.819
1469-0,What will the United Nations Security Council do with regard to the resolution referring the situation in North Korea to the International Criminal Court (ICC)? ,1.10804,-9.63159
1470-6,When will Mariano Rajoy **vacate the office of Prime Minister of Spain?,-23.0237,23.8485
1471-6,When will Russia next launch an intercontinental ballistic missile (ICBM)?,17.0865,2.45857
1472-1,Will negotiations on the Transatlantic Trade and Investment Partnership (TTIP) be completed **before 10 June 2015?,16.1397,-22.6671
1472-2,Will negotiations on the Transatlantic Trade and Investment Partnership (TTIP) be completed **before 10 June 2015?,16.0349,-22.0924
1473-6,When will a free trade agreement between India and Israel be **officially reached?,15.4741,-18.0041
1474-0,Will Benjamin Netanyahu **vacate the office of Prime Minister of Israel **before 1 May 2015?,-22.5537,20.3639
1475-0,Will the HSBC Saudi Arabia Purchasing Managers' Index fall to 50 or below **before 1 June 2015?,-9.53061,-22.4637
1476-0,"**Before 1 May 2015, will Standard & Poor's downgrade Russia's foreign currency credit rating to BB+ or below?",-8.43753,-5.77099
1477-0,"**Before 10 June 2015, will the IMF **officially announce that the Chinese renminbi will be added to its Special Drawing Rights (SDR)?",3.67862,-8.94192
1478-0,Will China allow any members of the UK Parliament's Foreign Affairs Committee to enter Hong Kong **before 1 March 2015?,14.142,14.4758
1479-6,When will there be a new *confirmed case of Ebola in Nigeria?,-11.9778,-2.71885
1480-0,Will Russia **officially withdraw from the Intermediate-Range Nuclear Forces (INF) Treaty **before 10 June 2015?,-11.7391,1.16338
1481-6,How many *new countries will confirm cases of the H5N8 virus **between 10 December 2014 and 1 April 2015?,3.47538,-16.2253
1482-0,Will Jordan experience an episode of **significant domestic political unrest **between 10 December 2014 and 1 June 2015?,14.4139,13.1026
1483-0,Will the Syriza party be in the majority governing coalition in Greece's Parliament after the 25 January 2015 general **elections?,-19.3864,1.73077
1484-0,Will the International Monetary Fund's April 2015 World Economic Outlook report show that the annual percent change in world economic output for 2014 was less than 3.3%?,3.36269,-12.3528
1485-6,When will Venezuela default on its foreign-currency debt?,-8.94568,-5.26484
1486-0,Will Cuba experience an episode of **significant domestic political unrest **between 7 January and 1 June 2015?,13.0965,12.3157
1487-0,Will there be a **lethal confrontation between **national military forces in the East China Sea **before 10 June 2015?,28.9137,-2.21376
1488-6,When will the end-of-day close for the U.S. dollar - Russian ruble exchange rate be 45.00 or below?,-10.8473,-18.5636
1489-6,When will Russia and China hold joint naval exercises in the Mediterranean Sea?,14.1488,1.29521
1490-0,"**Before 1 June 2015, will the People's Bank of China reach a bilateral currency swap **agreement with the United States Federal Reserve?",8.02976,-1.30198
1491-6,How many countries will **officially submit a claim to the North Pole to the United Nations **between 14 January and 9 June 2015?,9.14404,-0.924956
1492-6,When will the government of Myanmar **officially sign a ceasefire agreement with the Nationwide Ceasefire Coordination Team?,1.98772,2.70038
1493-6,When will Petrobras report its earnings for the third quarter of 2014? ,-7.03035,-5.61543
1494-0,"Will there be an **attack carried out by Islamist militants in France, the UK, Germany, the Netherlands, Denmark, Spain, Portugal, or Italy **between 21 January and 31 March 2015?",-13.7107,16.5536
1495-6,When will a new round of family reunions between North and South Korea begin?,5.3545,22.2389
1496-0,Will South Korean President Park Geun-hye or any South Korean *cabinet minister meet with **official North Korean representatives **before 1 April 2015?,4.85072,24.3368
1497-0,Will Iran experience an episode of **significant domestic political unrest **between 21 January and 1 June 2015?,11.5957,11.5758
1498-0,Will the Conservative party hold more seats than any other party in the UK House of Commons after the 7 May 2015 **elections?,-20.3012,0.668654
1499-0,Will a unity government be formed in Libya **before 1 June 2015?,10.2345,2.64654
1500-6,When will **Standard and Poor's downgrade Greece's sovereign credit rating?,-9.40978,-6.02679
1501-0,Will Israeli Prime Minister Netanyahu speak before the U.S. Congress **before 15 March 2015?,-21.2655,19.7059
1502-0,"**Before 1 April 2015, will there be a **lethal confrontation between Saudi **national military forces and Yemen's Houthis?",29.6909,-2.04891
1503-6,"**Between 4 February and 30 April 2015, what will be the lowest end-of-day spot price per dry metric ton of 62% Fe iron ore?",-13.4197,-22.8333
1504-0,"**Before 10 June 2015, will it be **officially announced that any country is exiting the eurozone or the European Union?",12.2844,-16.2785
1505-0,Will Ethiopia experience an episode of **sustained domestic armed conflict **between 4 February and 1 June 2015?,11.8861,11.6241
1506-0,Will the HSBC China Services Purchasing Managers' Index fall to 50.0 or below **before 1 June 2015?,-11.2522,-22.4549
1507-0,Will the end-of-day close for the euro-dollar exchange rate fall to $1.10 or below **between 11 February and 1 May 2015?,-11.209,-21.0708
1508-0,Will China conduct naval exercises in the Pacific Ocean beyond the *first island chain **before 1 June 2015?,15.7789,1.8829
1509-0,Will the state of emergency in the Sinai be lifted on or before 25 April 2015?,2.98643,-1.34279
1510-0,Will Russia experience an episode of **significant domestic political unrest **between 11 February and 1 June 2015?,11.7185,11.0869
1511-6,When will any member of the P5+1 **officially announce the imposition of *further sanctions on Iran?,10.6699,-18.1823
1512-0,Will North Korea and Russia conduct joint military exercises **before 10 June 2015?,15.5792,3.04571
1513-0,Will Cristina Fernandez de Kirchner **vacate the office of President of Argentina **before 1 June 2015?,-21.0294,25.1035
1514-0,Will Iran's President Hassan Rouhani meet Saudi Arabia's King Salman bin Abdulaziz Al Saud **before 1 June 2015?,-8.40359,10.0512
1515-0,"**Before 1 June 2015, will SWIFT restrict any Russian banks from accessing its services? ",9.10355,0.097903
1516-0,Will voting in Nigeria's presidential **election begin on 28 March 2015?,-20.2807,-4.90249
1517-6,When will the end-of-day price for the Oil Volatility Index (OVX) fall to 40 or below?,-13.3291,-22.1163
1518-6,When will Nicolas Maduro **vacate the office of President of Venezuela?,-18.4415,18.9582
1519-0,Will Iran purchase an Antey-2500 anti-ballistic missile system from Russia **before 10 June 2015?,15.3475,2.46076
1520-0,Will there be a **lethal confrontation between Chinese and Indian **national military forces **before 1 June 2015?,28.0228,-2.82075
1521-6,When will *any agreement regarding Iran's nuclear program be **officially announced by Iran and the P5+1?,-0.802741,4.07747
1522-0,"**Between 11 March and 1 June 2015, will the People's Bank of China **officially announce that the yuan's trading band against the dollar has been widened?",10.0898,-10.079
1523-6,"What will be the lowest public approval rating for Russian President Vladimir Putin, according to the Levada Center, **between 11 March and 1 June 2015?",-10.3286,-21.9634
1524-0,Will Tony Abbott **vacate the office of Prime Minister of Australia **before 1 June 2015?,-20.5714,23.8271
1525-0,Will Iran release Jason Rezaian **before 10 June 2015?,-6.79826,-8.46676
1526-0,"**Between 18 March and 1 June 2015, which country (or countries) will **officially announce that it will join the Asian Infrastructure Investment Bank (AIIB)?",14.0311,-20.2079
1527-0,"**Between 18 March and 1 May 2015, will the European Commission, the European Central Bank, or the IMF agree to release any bailout funds to Greece?",13.6284,-18.9827
1528-6,What will be the lowest end-of-day close for the euro-dollar exchange rate **between 18 March and 9 June 2015?,-11.5594,-21.346
1529-0,Will the government of Afghanistan and any faction of Afghanistan's Taliban participate in **official talks **before 10 June 2015?,1.23685,19.7622
1530-6,What percentage of the vote will the United Kingdom Independence Party (UKIP) earn in the 7 May 2015 **elections?,-14.2639,0.360575
1531-6,When will foreign **national military forces launch a ground offensive against Houthi rebels in Yemen?,30.083,-0.824673
1532-0,Will South Korean President Park Geun-hye or any South Korean *cabinet minister meet with **official North Korean representatives **between 1 April and 9 June 2015?,4.78409,23.8733
1533-0,Will Brazil's President Dilma Rousseff **vacate office or *be impeached **before 10 June 2015?,-23.0499,25.0145
1534-6,"What will be the lowest closing spot price for West Texas Intermediate (WTI) crude oil, according to the U.S. Energy Information Agency, **between 1 April and 9 June 2015?",-11.3278,-21.9797
1535-0,Will Islamic State leader Abu Bakr al-Baghdadi be *incapacitated **before 10 June 2015?,-12.704,8.25052
1536-6,What will be the highest end-of-day close for the U.S. dollar-Chinese renminbi exchange rate **between 8 April and 1 June 2015?,-10.3075,-19.0219
1537-0,Will Russia release Eston Kohver **before 10 June 2015?,17.133,1.06716
1538-0,"**Before 10 June 2015, will North Korea release either of the South Korean citizens identified as Kim Guk-gi and Choi Chun-gil?",5.35943,22.8692
1539-0,Will the UN Security Council adopt a resolution imposing an arms embargo on South Sudan **before 10 June 2015?,19.1678,-7.91517
1540-0,"**Before 10 June 2015, will Ukraine **officially announce that it will hold a referendum on the structure of its government?",1.12458,7.04636
1541-0,Will there be a **lethal confrontation involving the **national military forces of one or more countries in the Gulf of Aden **between 29 April and 10 June 2015?,26.6767,-1.93582
1542-0,"Will Japan's Nikkei 225 Index close at or above 21,000.00 **between 29 April and 10 June 2015?",-12.4434,-21.0856
1543-0,Will Syria's President Bashar al-Assad *vacate office **before 10 June 2015?,-17.98,24.5291
1544-0,"Will the closing spot price of gold fall to $1,150.00 or below **between 29 April and 10 June 2015?",-12.1015,-22.0571
5001-0,Will Ecuador grant Edward Snowden's request for asylum prior to 31 July 2013?,2.81006,-1.82674
5002-0,Who will win the next presidential election in Mali?,-24.6513,-4.15991
5003-0,Will Chinese armed forces or maritime law enforcement forces attempt to interdict at least one U.S. government naval vessel or airplane that it claims is in its territorial waters or airspace before 31 July 2013?,27.1273,-2.9241
5004-0,Who will win the Tour de France?,-24.8192,-5.57027
5005-6,"How will the opening-weekend US domestic box office for the film ""The Wolverine"" compare to the US domestic box office for ""Origins: Wolverine""? ",-18.223,16.3973
5007-0,"Will US nonfarm payroll employment increase by more than 175,000 workers in July 2013 compared to June 2013?",-5.09915,-15.623
5008-0,Will the Denver Broncos win Super Bowl XLVIII?  (Just for fun question -- not included in official scoring),-8.52924,-11.9572
5009-0,Super Bowl XLVIII: Will the margin of victory exceed 3 points?  (Just for fun question -- not included in official scoring),5.18722,17.777
5101-0,Who will win the PGA Championship in August 2014?,-25.4829,-5.47694
5102-0,Will Recep Tayyip Erdogan win Turkey's 2014 presidential **election?,-26.9002,-4.51296
5103-0,Will Apple **officially announce the first U.S. release date for iPhone 6 **before 20 August 2014? ,-11.9017,2.8954
5104-0,"**Before 20 August 2014, will 21st Century Fox purchase a majority share in Time Warner?",4.1886,-4.26113
5105-0,Will it be **officially announced that Kate Middleton is pregnant with her second child **by 20 August 2014?,-4.02478,10.1718
5106-0,"Will Tian Tian, the Giant Panda, give birth **before 20 August 2014?",-8.43205,6.88634
5107-6,"What will be the U.S. box office gross for the movie ""Teenage Mutant Ninja Turtles"" on its 2014 opening weekend?",-18.7483,15.76
5108-0,"Will the Dow Jones Industrial Average daily closing value exceed 17,000 on 18 August 2014?",-10.6108,-17.973
5109-0,Will Malaysia Airlines *officially file for bankruptcy on or **before 20 August 2014?,-5.23362,9.22512
5110-6,How many games will the Boston Red Sox be out of first place in the AL East after their game on 19 August 2014?,1.20899,-15.4517
6379-0,Will Yingluck Shinawatra vacate the office of Prime Minister of Thailand before 1 May 2014?,-22.9495,23.2126
6413-0,Will the Kurdistan Regional Government *hold a referendum on national independence <b>**before 10 June 2015</b>?,-12.7215,1.27693
